Education_Sector,School_Name,School_Type,Address,Suburb,Postcode,Full_Phone_No,LGA_ID,LGA_Name,CouncilArea,Longitude,Latitude
Government,Clarinda Primary School,Primary,1166 Centre Road,Clarinda,3169,03 9544 3231,343,Kingston ,Kingston City Council,145.102924,-37.926995
Government,Chelsea Heights Primary School,Primary,194 Thames Promenade,Chelsea Heights,3196,03 9772 4139,343,Kingston ,Kingston City Council,145.138057,-38.045019
Government,Wallington Primary School,Primary,608 - 610 Wallington Road,Wallington,3222,03 5250 1841,275,Greater Geelong ,Greater Geelong City Council,144.506853,-38.217881
Government,Tecoma Primary School,Primary,1536 Burwood Highway,Tecoma,3160,03 9754 2354,745,Yarra Ranges ,Yarra Ranges Shire Council,145.3449218,-37.90695837
Government,Torquay P-6 College,Primary,45-55 Grossmans Road,Torquay,3228,03 5261 2360,649,Surf Coast ,Surf Coast City Council,144.3123081,-38.32176711
Government,Emerald Primary School,Primary,10 Heroes Avenue,Emerald,3782,03 5968 4311,145,Cardinia ,Cardinia Shire Council,145.4424276,-37.93338297
Government,Carrum Primary School,Primary,Walkers Road,Carrum,3197,03 9772 1117,343,Kingston ,Kingston City Council,145.126705,-38.07812
Government,Nyora Primary School,Primary,Grundy Avenue,Nyora,3987,03 5659 6240,617,South Gippsland ,South Gippsland City Council,145.674891,-38.336244
Government,Exford Primary School,Primary,1137 Exford Road,Exford,3338,03 9743 5025,465,Melton ,Melton City Council,144.558791,-37.745287
Government,Ultima Primary School,Primary,Cnr Cameron & O'Connor Street,Ultima,3544,03 5039 6101,661,Swan Hill ,Swan Hill City Council,143.266171,-35.476233
Government,Mount Waverley Primary School,Primary,37-45 Park Lane,Mount Waverley,3149,03 9807 1480,497,Monash ,Monash City Council,145.124111,-37.881266
Government,Marlo Primary School,Primary,Jorgensen Street,Marlo,3888,03 5154 8236,211,East Gippsland ,East Gippsland City Council,148.535038,-37.796269
Government,Murrumbeena Primary School,Primary,Hobart Road,Murrumbeena,3163,03 9568 1300,231,Glen Eira ,Glen Eira City Council,145.070409,-37.88617
Government,Wesburn Primary School,Primary,2850 Warburton Highway,Wesburn,3799,03 5967 1302,745,Yarra Ranges ,Yarra Ranges Shire Council,145.6470677,-37.76869153
Government,Koorlong Primary School,Primary,3645 Benetook Ave,Koorlong,3501,03 5025 7205,478,Mildura ,Mildura City Council,142.08485,-34.278056
Government,Warranwood Primary School,Primary,1 Wellington Park Drive,Warranwood,3134,03 9876 6066,441,Maroondah ,Maroondah City Council,145.246981,-37.774347
Government,Willowmavin Primary School,Primary,690 Willowmavin Road,Willowmavin,3764,03 5782 1319,485,Mitchell ,Mitchell Shire Council,144.888229,-37.259424
Government,Olinda Primary School,Primary,45 Charlemont Lane,Olinda,3788,03 9751 1181,745,Yarra Ranges ,Yarra Ranges Shire Council,145.3661919,-37.85469614
Government,Carlisle River Primary School,Primary,49 Moomowroong Road,Carlisle River,3239,03 5235 0261,175,Colac-Otway ,Colac-Otway City Council,143.395026,-38.563929
Government,Spring Gully Primary School,Primary,104-110 Spring Gully Road,Bendigo,3550,03 5443 7230,262,Greater Bendigo ,Greater Bendigo City Council,144.284455,-36.793185
Government,Mallacoota P-12 College,Pri/Sec,25 Bucknall Street,Mallacoota,3892,03 5158 0254,211,East Gippsland ,East Gippsland City Council,149.754296,-37.559427
Government,Langwarrin Primary School,Primary,90 Warrandyte Road,Langwarrin,3910,03 9789 7346,217,Frankston ,Frankston City Council,145.189852,-38.160389
Government,Cockatoo Primary School,Primary,19-33 Belgrave-Gembrook Road,Cockatoo,3781,03 5968 8017,145,Cardinia ,Cardinia Shire Council,145.496384,-37.939374
Government,Tyabb Railway Station Primary School,Primary,88 The Crescent,Tyabb,3913,03 5977 4324,534,Mornington Peninsula ,Mornington Peninsula City Council,145.192501,-38.261946
Government,Belgrave South Primary School,Primary,175 Colby Drive,Belgrave South,3160,03 9754 2505,745,Yarra Ranges ,Yarra Ranges Shire Council,145.3579203,-37.93119813
Government,Yarra Me School,Special,Highview Road,Preston,3072,03 9478 8895,189,Darebin ,Darebin City Council,145.0181746,-37.73790557
Government,Sydenham - Hillside Primary School,Primary,39-49 Community Hub,Sydenham,3037,03 9361 5300,118,Brimbank ,Brimbank City Council,144.762327,-37.702046
Government,Canterbury Primary School,Primary,Molesworth Street,Canterbury,3126,03 9836 4537,111,Boroondara ,Boroondara City Council,145.083144,-37.830963
Government,The Lake Primary School,Primary,225 Seventeenth Street,Cabarita,3505,03 5023 3468,478,Mildura ,Mildura City Council,142.093145,-34.205917
Government,Grey Street Primary School (Traralgon),Primary,30 - 44 Grey Street,Traralgon,3844,03 5174 2055,381,Latrobe ,Latrobe City Council,146.537121,-38.193048
Government,Brunswick North Primary School,Primary,Pearson Street,Brunswick West,3055,03 9383 1400,525,Moreland ,Moreland City Council,144.95043,-37.759837
Government,Fawkner Primary School,Primary,Lorne Street,Fawkner,3060,03 9357 3579,525,Moreland ,Moreland City Council,144.974756,-37.715235
Government,Alphington Primary School,Primary,Yarralea Street,Alphington,3078,03 9499 2200,735,Yarra ,Yarra City Council,145.032006,-37.783523
Government,The Austin School,Special,145 Studley Road,Heidelberg,3084,03 9496 5324,66,Banyule ,Banyule City Council,145.058287,-37.755435
Government,Bona Vista Primary School,Primary,520 Bona Vista Road,Bona Vista,3820,03 5627 8435,83,Baw Baw ,Baw Baw City Council,145.95991,-38.210521
Government,Banyan Fields Primary School,Primary,90 Cadles Road,Carrum Downs,3201,03 9782 1333,217,Frankston ,Frankston City Council,145.187909,-38.094598
Government,Norris Bank Primary School,Primary,146 Settlement Road,Bundoora,3083,03 9467 2206,707,Whittlesea ,Whittlesea City Council,145.0426341,-37.6945118
Government,Macclesfield Primary School,Primary,405 Macclesfield Road,Macclesfield,3782,03 5968 4734,745,Yarra Ranges ,Yarra Ranges Shire Council,145.4753695,-37.88979216
Government,Black Rock Primary School,Primary,71 Arkaringa Crescent,Black Rock,3193,03 9598 2293,91,Bayside ,Bayside City Council,145.021651,-37.969869
Government,Mount Evelyn Primary School,Primary,33 Monbulk Road,Mount Evelyn,3796,03 9736 2233,745,Yarra Ranges ,Yarra Ranges Shire Council,145.3888224,-37.79092979
Government,Kilsyth Primary School,Primary,Durham Road,Kilsyth,3137,03 9725 4320,745,Yarra Ranges ,Yarra Ranges Shire Council,145.3149427,-37.80210649
Government,Wonthaggi Primary School,Primary,18 Billson Street,Wonthaggi,3995,03 5672 1600,74,Bass Coast ,Bass Coast City Council,145.588636,-38.607947
Government,Spotswood Primary School,Primary,Melbourne Road,Spotswood,3015,03 9391 1323,311,Hobsons Bay ,Hobsons Bay City Council,144.881736,-37.830451
Government,Clyde Primary School,Primary,13 Oroya Grove,Clyde,3978,03 5998 5293,161,Casey ,Casey City Council,145.326386,-38.132323
Government,Noble Park Primary School,Primary,65 Buckley Street,Noble Park,3174,03 9546 8811,267,Greater Dandenong ,Greater Dandenong City Council,145.173906,-37.970627
Government,Deepdene Primary School,Primary,958a Burke Road,Deepdene,3103,03 9817 1917,111,Boroondara ,Boroondara City Council,145.061355,-37.808366
Government,Clifton Creek Primary School,Primary,1020 Deptford Road,Clifton Creek,3875,03 5162 7800,211,East Gippsland ,East Gippsland City Council,147.659395,-37.70208
Government,Kennington Primary School,Primary,60 Crook Street,Kennington,3550,03 5443 2011,262,Greater Bendigo ,Greater Bendigo City Council,144.307498,-36.768805
Government,Cardinia Primary School,Primary,2405 Ballarto Road,Cardinia,3978,03 5998 8323,145,Cardinia ,Cardinia Shire Council,145.423332,-38.145785
Government,Grahamvale Primary School,Primary,85 Grahamvale Road,Grahamvale,3631,03 5821 4219,283,Greater Shepparton ,Greater Shepparton City Council,145.430716,-36.357202
Government,Irymple South Primary School,Primary,3208 Fifteenth Street,Irymple,3498,03 5024 5345,478,Mildura ,Mildura City Council,142.190619,-34.252489
Government,Glen Huntly Primary School,Primary,Grange Road,Glen Huntly,3163,03 9571 2933,231,Glen Eira ,Glen Eira City Council,145.0462294,-37.89377084
Government,Nanneella Estate Primary School,Primary,159 Bennett Road,Nanneella,3561,03 5484 5395,137,Campaspe ,Campaspe City Council,144.778037,-36.312971
Government,Wantirna Primary School,Primary,120 Mountain Highway,Wantirna,3152,03 9801 1938,367,Knox ,Knox City Council,145.216509,-37.856256
Government,Wonthaggi North Primary School,Primary,Cnr White & Wentworth Road,Wonthaggi,3995,03 5672 4697,74,Bass Coast ,Bass Coast City Council,145.600234,-38.59882
Government,Melton South Primary School,Primary,38 - 46 Exford Road,Melton South,3338,03 9743 2922,465,Melton ,Melton City Council,144.574264,-37.70872
Government,Chelsea Primary School,Primary,34-44 Argyle Ave,Chelsea,3196,03 9773 2055,343,Kingston ,Kingston City Council,145.12231,-38.054889
Government,Hampton Primary School,Primary,528 Hampton Street,Hampton,3188,03 9598 1412,91,Bayside ,Bayside City Council,145.003476,-37.93339
Government,Victorian College For The Deaf,Special,597 St Kilda Road,Melbourne,3004,03 9510 1706,460,Melbourne ,Melbourne City Council,144.982306,-37.849774
Government,Balliang East Primary School,Primary,4 School Road,Balliang East,3340,03 5369 5148,515,Moorabool ,Moorabool Shire Council,144.4153538,-37.79497592
Government,Edithvale Primary School,Primary,42-54 Edithvale Road,Edithvale,3196,03 9772 1393,343,Kingston ,Kingston City Council,145.11297,-38.037494
Government,Orrvale Primary School,Primary,300 Channel Road,Orrvale,3631,03 5829 2490,283,Greater Shepparton ,Greater Shepparton City Council,145.440539,-36.410409
Government,Penders Grove Primary School,Primary,370 Victoria Road,Thornbury,3071,03 9484 1076,189,Darebin ,Darebin City Council,145.01427,-37.754517
Government,Underbool Primary School,Primary,67 Cotter Street,Underbool,3509,03 5094 6342,478,Mildura ,Mildura City Council,141.814054,-35.170573
Government,Caulfield Junior College,Primary,186 Balaclava Road,Caulfield North,3161,03 9509 6872,231,Glen Eira ,Glen Eira City Council,145.021561,-37.87211
Government,Seaford Primary School,Primary,Mcrae Street,Seaford,3198,03 9786 1357,217,Frankston ,Frankston City Council,145.130496,-38.104436
Government,Wattle Park Primary School,Primary,225 Warrigal Road,Burwood,3125,03 9808 2165,698,Whitehorse ,Whitehorse City Council,145.09737,-37.842635
Government,Murrabit Group School,Primary,61 Browning Avenue,Murrabit,3579,03 5457 2284,225,Gannawarra ,Gannawarra City Council,143.950749,-35.528838
Government,Preston West Primary School,Primary,383 Murray Road,Preston,3072,03 9470 1546,189,Darebin ,Darebin City Council,144.99553,-37.737366
Government,Thornbury Primary School,Primary,16-22 Hutton Street,Thornbury,3071,03 9484 3254,189,Darebin ,Darebin City Council,144.996748,-37.755425
Government,Footscray West Primary School,Primary,Argyle Street,West Footscray,3012,03 9687 1535,433,Maribyrnong ,Maribyrnong City Council,144.875267,-37.794867
Government,Wandin North Primary School,Primary,220 Warburton Highway,Wandin North,3139,03 5964 4570,745,Yarra Ranges ,Yarra Ranges Shire Council,145.409713,-37.769783
Government,Gardenvale Primary School,Primary,66 Landcox Street,Brighton East,3187,03 9596 2871,91,Bayside ,Bayside City Council,145.015034,-37.904679
Government,Beaumaris Primary School,Primary,79-99 Dalgetty Road,Beaumaris,3193,03 9589 2619,91,Bayside ,Bayside City Council,145.037586,-37.985272
Government,Currawa Primary School,Primary,2 Ridge Road,Dookie Campus,3647,03 5828 6581,283,Greater Shepparton ,Greater Shepparton City Council,145.7037867,-36.38474876
Government,Cann River P-12 College,Pri/Sec,20-24 Tamboon Road,Cann River,3890,03 5158 6245,211,East Gippsland ,East Gippsland City Council,149.153022,-37.5697
Government,Altona Primary School,Primary,109 Blyth Street,Altona,3018,03 9398 2925,311,Hobsons Bay ,Hobsons Bay City Council,144.822742,-37.867708
Government,Devon Meadows Primary School,Primary,50 Worthing Road,Devon Meadows,3977,03 5998 2304,161,Casey ,Casey City Council,145.301384,-38.162026
Government,Upper Ferntree Gully Primary School,Primary,Talaskia Road,Upper Ferntree Gully,3156,03 9758 1527,367,Knox ,Knox City Council,145.314325,-37.895604
Government,Eildon Primary School,Primary,45 High Street,Eildon,3713,03 5774 2074,562,Murrindindi ,Murrindindi City Council,145.906761,-37.233967
Government,Bittern Primary School,Primary,Portsmouth Road,Bittern,3918,03 5983 9590,534,Mornington Peninsula ,Mornington Peninsula City Council,145.171678,-38.339857
Government,Colbinabbin Primary School,Primary,56 Mitchell Street,Colbinabbin,3559,03 5432 9330,137,Campaspe ,Campaspe City Council,144.801658,-36.589881
Government,Stanhope Primary School,Primary,48 Midland Highway,Stanhope,3623,03 5857 2514,137,Campaspe ,Campaspe City Council,144.988016,-36.448102
Government,Hurstbridge Primary School,Primary,961-989 Heidelberg-Kinglake Rd,Hurstbridge,3099,03 9718 2386,571,Nillumbik ,Nillumbik Shire Council,145.19812,-37.635897
Government,Coburg West Primary School,Primary,185-187 Reynard Street,Coburg,3058,03 9386 1286,525,Moreland ,Moreland City Council,144.947624,-37.74715
Government,Elwood Primary School,Primary,Scott Street,Elwood,3184,03 9531 2762,590,Port Phillip ,Port Phillip City Council,144.988364,-37.881505
Government,Mont Albert Primary School,Primary,Barloa Road,Mont Albert,3127,03 9890 1331,698,Whitehorse ,Whitehorse City Council,145.102727,-37.813079
Government,Dhurringile Primary School,Primary,605 Langham Road,Dhurringile,3610,03 5826 6222,283,Greater Shepparton ,Greater Shepparton City Council,145.239786,-36.543203
Government,Strathewen Primary School,Primary,5 School Ridge Road,Strathewen,3099,03 9714 8278,571,Nillumbik ,Nillumbik Shire Council,145.270094,-37.547579
Government,Don Valley Primary School,Primary,Old Dalry Road,Don Valley,3139,03 5967 3321,745,Yarra Ranges ,Yarra Ranges Shire Council,145.5874128,-37.76019989
Government,Reservoir Primary School,Primary,Duffy Street,Reservoir,3073,03 9460 5798,189,Darebin ,Darebin City Council,145.00677,-37.71142
Government,Yallourn North Primary School,Primary,2A Reserve Street,Yallourn North,3825,03 5115 8500,381,Latrobe ,Latrobe City Council,146.362224,-38.163208
Government,Toorloo Arm Primary School,Primary,315 Lake Tyers Beach Road,Lake Tyers Beach,3909,03 5156 5517,211,East Gippsland ,East Gippsland City Council,148.05097,-37.852539
Government,Girgarre Primary School,Primary,528 Winter Road,Girgarre,3624,03 5854 6275,137,Campaspe ,Campaspe City Council,144.973758,-36.398106
Government,Yaapeet Primary School,Primary,4 Woods Street,Yaapeet,3424,03 5395 7260,763,Yarriambiack ,Yarriambiack City Council,142.057154,-35.768504
Government,Gladysdale Primary School,Primary,550 Little Yarra Road,Gladysdale,3797,03 5966 6202,745,Yarra Ranges ,Yarra Ranges Shire Council,145.6509863,-37.82025309
Government,Mildura West Primary School,Primary,219-227  Ninth Street,Mildura,3500,03 5023 1336,478,Mildura ,Mildura City Council,142.152392,-34.179726
Government,Moonee Ponds Primary School,Primary,87 Wilson Street,Moonee Ponds,3039,03 9375 2511,506,Moonee Valley ,Moonee Valley City Council,144.932986,-37.763341
Government,Kingsville Primary School,Primary,58 Bishop Street,Yarraville,3013,03 9314 5869,433,Maribyrnong ,Maribyrnong City Council,144.874657,-37.812595
Government,Kallista Primary School,Primary,72 Monbulk Road,Kallista,3791,03 9755 2633,745,Yarra Ranges ,Yarra Ranges Shire Council,145.370004,-37.885086
Government,Essendon North Primary School,Primary,112 Keilor Road,Essendon North,3041,03 9379 3979,506,Moonee Valley ,Moonee Valley City Council,144.903193,-37.741516
Government,Ascot Vale West Primary School,Primary,Langs Rd,Ascot Vale,3032,03 9370 8784,506,Moonee Valley ,Moonee Valley City Council,144.911125,-37.78068
Government,Hartwell Primary School,Primary,Milverton St,Camberwell,3124,03 9889 4012,111,Boroondara ,Boroondara City Council,145.084466,-37.848051
Government,Red Cliffs Primary School,Primary,Murray Avenue,Red Cliffs,3496,03 5024 1044,478,Mildura ,Mildura City Council,142.185312,-34.311566
Government,Wattle Glen Primary School,Primary,16-24 Reynolds Road,Wattle Glen,3096,03 9438 1259,571,Nillumbik ,Nillumbik Shire Council,145.182037,-37.66884
Government,Hampton Park Primary School,Primary,32 Somerville Road,Hampton Park,3976,03 9799 1440,161,Casey ,Casey City Council,145.252893,-38.030413
Government,Colac West Primary School,Primary,12 Ligar Street,Colac,3250,03 5231 2479,175,Colac-Otway ,Colac-Otway City Council,143.579749,-38.336417
