Education_Sector,Entity_Type,School_Name,School_Type,School_Status,Address,Suburb,State,Postcode,Full_Phone_No,LGA_ID,LGA_Name,Lng,Lat
Catholic,2,St Carlo Borromeo School,Primary,O,5-9 Drummond Street,GREENVALE,VIC,3059,03 9333 2572,327,Hume (C),144.888635,-37.653642
Independent,2,Little Yarra Steiner School,Pri/Sec,O,205 Little Yarra Road,YARRA JUNCTION,VIC,3797,03 5967 1953,745,Yarra Ranges (S),145.631163,-37.79444291
Catholic,2,St Mary MacKillop College,Secondary,O,53 McCrae Street,SWAN HILL,VIC,3585,03 5032 9771,661,Swan Hill (RC),143.556795,-35.341915
Catholic,2,St Kevin's School,Primary,O,120 Hallam Road,HAMPTON PARK,VIC,3976,03 9709 8600,161,Casey (C),145.2674,-38.039316
Independent,2,Bacchus Marsh Grammar,Pri/Sec,O,34 South Maddingley Road,BACCHUS MARSH,VIC,3340,03 5366 4800,515,Moorabool (S),144.4315941,-37.69026649
Catholic,2,St Peter's College,Secondary,O,Cranbourne-Frankston Road,CLYDE NORTH,VIC,3978,03 5990 7777,161,Casey (C),145.256866,-38.108411
Independent,2,Lighthouse Christian College,Pri/Sec,O,927 Springvale Road,KEYSBOROUGH,VIC,3173,03 8796 7373,267,Greater Dandenong (C),145.143501,-38.001204
Independent,2,Alphington Grammar School,Pri/Sec,O,12 - 18 Old Heidelberg Road,ALPHINGTON,VIC,3078,03 9497 4777,735,Yarra (C),145.036174,-37.780429
Catholic,2,St Therese's School,Primary,O,131 Endeavour Drive,CRANBOURNE,VIC,3977,03 5996 7525,161,Casey (C),145.267244,-38.07727
Catholic,2,St Ita's School,Primary,O,50 Victoria Street,DROUIN,VIC,3818,03 5625 4222,83,Baw Baw (S),145.861999,-38.132444
Independent,2,Yarralinda School,Primary,O,4 Birchwood Drive,MOOROOLBARK,VIC,3138,03 9727 3032,745,Yarra Ranges (S),145.3250651,-37.76461019
Catholic,2,Lumen Christi School,Primary,O,111 Whitelaw Avenue,DELACOMBE,VIC,3356,03 5336 2015,57,Ballarat (C),143.817239,-37.580186
Independent,2,Castlemaine Steiner School & Kindergarten,Pri/Sec,O,11 Rilens Rd,MUCKLEFORD,VIC,3451,03 5470 6235,543,Mount Alexander (S),144.156687,-37.081883
Independent,2,The Kilmore International School,Pri/Sec,O,40 White Street,KILMORE,VIC,3764,03 5782 2211,485,Mitchell (S),144.953202,-37.301025
Independent,2,St Mary's Coptic Orthodox College,Pri/Sec,O,19-35 Thorpdale Avenue,COOLAROO,VIC,3048,03 9302 2788,327,Hume (C),144.931212,-37.65583
Independent,2,Mansfield Autism Statewide Services,Special,O,81 Highett Street,MANSFIELD,VIC,3722,03 5775 2876,425,Mansfield (S),146.085858,-37.060799
Independent,2,Minaret College,Pri/Sec,O,36-38 Lewis Street,SPRINGVALE,VIC,3171,03 9574 0567,267,Greater Dandenong (C),145.148625,-37.93904
Independent,2,Victory Lutheran College,Pri/Sec,O,28 Drage Road,WODONGA,VIC,3690,02 6057 5859,717,Wodonga (C),146.8452849,-36.11673443
Independent,2,Son Centre Christian College,Primary,O,141a  Aerodrome Road,SWAN HILL,VIC,3585,03 5032 4199,661,Swan Hill (RC),143.546498,-35.377564
Independent,2,Girton Grammar School,Pri/Sec,O,105 MacKenzie Street,BENDIGO,VIC,3550,03 5441 3114,262,Greater Bendigo (C),144.270883,-36.761969
Catholic,2,St Francis of the Fields School,Primary,O,Blucher Street,STRATHFIELDSAYE,VIC,3551,03 5439 3191,262,Greater Bendigo (C),144.361293,-36.804466
Catholic,2,Galilee Regional Catholic Primary School,Primary,O,301-319 Bank Street,SOUTH MELBOURNE,VIC,3205,03 9699 2928,590,Port Phillip (C),144.954811,-37.836158
Independent,2,Casey Grammar School,Pri/Sec,O,3 New Holland Drive,CRANBOURNE EAST,VIC,3977,03 5991 0800,161,Casey (C),145.2928988,-38.11029539
Catholic,2,St Brendan's School,Primary,O,19 Austin Road,SOMERVILLE,VIC,3912,03 5977 7277,534,Mornington Peninsula (S),145.1683969,-38.23365477
Catholic,2,Mary MacKillop School,Primary,O,2 Ernst Wanke Road,NARRE WARREN NORTH,VIC,3804,03 8794 5777,161,Casey (C),145.311285,-37.995837
Catholic,2,Bethany Catholic Primary School,Primary,O,80 Thames Boulevard,WERRIBEE NORTH,VIC,3030,03 9742 9800,726,Wyndham (C),144.658661,-37.875586
Independent,2,Victory Christian College,Pri/Sec,O,6 Kairn Road,STRATHDALE,VIC,3550,03 5445 2600,262,Greater Bendigo (C),144.313456,-36.782625
Independent,2,Ilim College,Pri/Sec,O,30 Inverloch Crescent,BROADMEADOWS,VIC,3047,03 9302 3770,327,Hume (C),144.930072,-37.668621
Catholic,2,Penola Catholic College,Secondary,O,29 GIbson Street,BROADMEADOWS,VIC,3047,03 9301 2777,327,Hume (C),144.918263,-37.687856
Catholic,2,Good Samaritan Catholic Primary School,Primary,O,1-29 Southern Cross Drive,ROXBURGH PARK,VIC,3064,03 9308 6177,327,Hume (C),144.934319,-37.62344
Independent,2,Erasmus Primary School,Primary,O,40 Lisson Grove,HAWTHORN,VIC,3122,03 9819 1266,111,Boroondara (C),145.031327,-37.827083
Independent,2,Kardinia International College,Pri/Sec,O,29-31 Kardinia Drive,BELL POST HILL,VIC,3215,03 5278 9999,275,Greater Geelong (C),144.327997,-38.109881
Catholic,2,Holy Cross Primary School,Primary,O,158 Hamilton Road,NEW GISBORNE,VIC,3438,03 5428 0100,413,Macedon Ranges (S),144.597782,-37.455894
Catholic,2,St Catherine's Primary School,Primary,O,73 Ridgemont Drive,BERWICK,VIC,3806,03 9702 1466,161,Casey (C),145.3369472,-38.06977499
Independent,2,Good News Lutheran College,Pri/Sec,O,580 Tarneit Road,TARNEIT,VIC,3029,03 8742 9000,726,Wyndham (C),144.666605,-37.855248
Independent,2,Sirius College,Pri/Sec,O,Goulburn Street,BROADMEADOWS,VIC,3047,03 9301 5800,327,Hume (C),144.9356383,-37.68471741
Catholic,2,Emmaus Catholic Primary School,Primary,O,370 Sydenham Road,SYDENHAM,VIC,3037,03 9390 4500,118,Brimbank (C),144.772244,-37.7003009
Independent,2,Red Rock Christian College,Pri/Sec,O,340 Settlement Road,SUNBURY,VIC,3429,03 9740 5400,327,Hume (C),144.706022,-37.519099
Independent,2,Maharishi School of the Age of Enlightenment,Primary,O,2-6 Dundee Street,RESERVOIR,VIC,3073,03 9462 2888,189,Darebin (C),145.019467,-37.704377
Catholic,2,Thomas Carr College,Secondary,O,35 Thomas Carr Drive,TARNEIT,VIC,3029,03 8734 2444,726,Wyndham (C),144.702055,-37.847676
Catholic,2,St Thomas Primary School,Primary,O,1-7 Peninsula Drive,DRYSDALE,VIC,3222,03 5251 1050,275,Greater Geelong (C),144.5561661,-38.18801497
Independent,2,Shepparton Christian College Ltd,Pri/Sec,O,155 Verney Road,SHEPPARTON,VIC,3630,03 5831 7790,283,Greater Shepparton (C),145.415979,-36.353866
Independent,2,Darul Ulum College of Victoria,Pri/Sec,O,17 Baird Street,FAWKNER NORTH,VIC,3060,03 9355 6800,525,Moreland (C),144.971692,-37.705178
Independent,2,St Thomas Aquinas College,Pri/Sec,O,1 Tynong Road,TYNONG,VIC,3813,03 5629 2500,145,Cardinia (S),145.6236872,-38.08322193
Independent,2,Bairnsdale Christian Community School,Primary,O,101 Bairnsdale/Dargo Road,BAIRNSDALE,VIC,3875,03 5153 0079,211,East Gippsland (S),147.578345,-37.841223
Independent,2,East Preston Islamic College,Pri/Sec,O,55 Tyler Street,EAST PRESTON,VIC,3072,03 9478 3323,189,Darebin (C),145.0362184,-37.73395414
Catholic,2,Clairvaux Catholic School,Primary,O,45-75 Reynolds Road,BELMONT,VIC,3216,03 5243 7102,275,Greater Geelong (C),144.324905,-38.185517
Independent,2,Dandenong Ranges Steiner School,Primary,O,11c Duffys Road,EMERALD,VIC,3782,03 8790 4797,145,Cardinia (S),145.388212,-37.959759
Independent,2,Aitken College,Pri/Sec,O,1010 Mickleham Road,GREENVALE,VIC,3059,03 9333 1866,327,Hume (C),144.890698,-37.627709
Independent,2,Alia College,Secondary,O,405 Tooronga Road,HAWTHORN EAST,VIC,3123,03 9822 9622,111,Boroondara (C),145.045173,-37.843225
Independent,2,Ballarat Steiner School,Primary,O,244 Moss Avenue,MT HELEN,VIC,3350,03 5341 8188,57,Ballarat (C),143.8622038,-37.64075776
Catholic,2,Christ the Priest Catholic Primary School,Primary,O,54 Caroline Springs Boulevard,CAROLINE SPRINGS,VIC,3023,03 9361 8600,465,Melton (C),144.73744,-37.747724
Independent,2,Freshwater Creek Steiner School,Primary,O,52 McIntyres Road,FRESHWATER CREEK,VIC,3216,03 5264 5077,649,Surf Coast (S),144.279739,-38.26332276
Independent,2,Gisborne Montessori School,Primary,O,57 Barringo Road,NEW GISBORNE,VIC,3438,03 5428 4520,413,Macedon Ranges (S),144.6000093,-37.45338955
Independent,2,Mt Hira College,Pri/Sec,O,185 Perry Road,KEYSBOROUGH,VIC,3173,03 9709 0100,267,Greater Dandenong (C),145.175471,-38.013991
Catholic,2,Lumen Christi School,Primary,O,260 - 278 Point Cook Road,POINT COOK,VIC,3030,03 9395 2555,726,Wyndham (C),144.753344,-37.892603
Catholic,2,Trinity Catholic Primary School,Primary,O,103-129 Oak Grove Drive,NARRE WARREN SOUTH,VIC,3805,03 9704 1970,161,Casey (C),145.297985,-38.055386
Catholic,2,Columba Catholic School,Primary,O,28-36 Hope Street,BUNYIP,VIC,3815,03 5629 5933,145,Cardinia (S),145.715864,-38.093263
Independent,2,Stott's Colleges,Secondary,O,"Level 1-6, 168 Exhibition Street",MELBOURNE,VIC,3000,03 9663 3399,460,Melbourne (C),144.970559,-37.811535
Independent,2,OneSchool Global Vic,Pri/Sec,O,23 Scanlon Drive,EPPING,VIC,3076,03 8199 8277,707,Whittlesea (C),144.995326,-37.644123
Independent,2,Kamaruka,Special,O,52 River Street,SOUTH YARRA,VIC,3141,03 9826 0330,635,Stonnington (C),144.9976787,-37.83761581
Independent,2,Geelong Baptist College,Pri/Sec,O,590 Anakie Road,LOVELY BANKS,VIC,3221,03 5276 1674,275,Greater Geelong (C),144.330286,-38.067137
Catholic,2,Lavalla Catholic College,Secondary,O,Kosciusko Street,TRARALGON,VIC,3844,03 5174 5272,381,Latrobe (C),146.514247,-38.200895
Independent,2,Mildura Christian College,Pri/Sec,O,1291 Karadoc Ave,IRYMPLE,VIC,3498,03 5024 5310,478,Mildura (RC),142.145318,-34.247423
Independent,2,Haileybury Girls College,Pri/Sec,O,855 Springvale Road,KEYSBOROUGH,VIC,3173,03 9213 2222,267,Greater Dandenong (C),145.1447668,-37.99554667
Catholic,2,Antonine College,Pri/Sec,O,71 Grandview Avenue,PASCOE VALE SOUTH,VIC,3044,03 9354 1377,525,Moreland (C),144.9427365,-37.74119138
Independent,2,Ozford College,Secondary,O,Levels 7 & 9,MELBOURNE,VIC,3000,03 8663 7188,460,Melbourne (C),144.954425,-37.812887
Independent,2,Berry Street Victoria Inc,Special,O,11 Tower Court,NOBLE PARK,VIC,3174,03 9429 9266,267,Greater Dandenong (C),145.190186,-37.981547
Independent,2,Yesodei HaTorah College,Pri/Sec,O,39 Dickens Street,ELWOOD,VIC,3184,03 9531 3203,590,Port Phillip (C),144.983491,-37.873227
Catholic,2,Cana Catholic Primary School,Primary,O,46-60 Banchory Avenue,HILLSIDE,VIC,3037,03 8390 9200,465,Melton (C),144.747148,-37.687916
Independent,2,Holmes Secondary College,Secondary,O,185 Spring Street,MELBOURNE,VIC,3000,03 9662 2055,460,Melbourne (C),144.972271,-37.810302
Catholic,2,St Luke's Catholic Primary School,Primary,O,629 Goulburn Valley Highway,SHEPPARTON NORTH,VIC,3631,03 5822 1834,283,Greater Shepparton (C),145.412026,-36.324316
Catholic,2,"St Francis of Assisi Primary School, Wodonga",Primary,O,214 Baranduda Boulevard,BARANDUDA,VIC,3691,02 6020 9100,717,Wodonga (C),146.939934,-36.173892
Independent,2,Indie School Wodonga,Special,O,63 - 67 High Street,WODONGA,VIC,3690,02 6043 8200,717,Wodonga (C),146.889403,-36.118028
Catholic,2,Marymede Catholic College,Pri/Sec,O,60 Williamsons Road,SOUTH MORANG,VIC,3752,03 9407 9000,707,Whittlesea (C),145.091027,-37.643315
Catholic,2,Stella Maris Catholic Primary School,Primary,O,54 - 70 Innisfail Drive,POINT COOK,VIC,3030,03 9395 8411,726,Wyndham (C),144.728681,-37.890763
Independent,2,Lakeside College,Pri/Sec,O,2 Portobello Road,PAKENHAM,VIC,3810,03 5941 7544,145,Cardinia (S),145.4559279,-38.06492414
Catholic,2,Trinity Catholic School,Primary,O,57-59 Davison Street,RICHMOND NORTH,VIC,3121,03 9428 7180,735,Yarra (C),145.0082429,-37.81585217
Catholic,2,DOXA School Bendigo,Special,O,118 Hargreaves Street,BENDIGO,VIC,3550,03 5442 8140,262,Greater Bendigo (C),144.286015,-36.755537
Independent,2,Beechworth Montessori School,Primary,O,42 Gilchrist Ave,BEECHWORTH,VIC,3747,03 5728 2940,335,Indigo (S),146.6935343,-36.36669302
Independent,2,Balcombe Grammar School,Pri/Sec,O,389 Nepean Hwy,MT MARTHA,VIC,3934,03 5970 1100,534,Mornington Peninsula (S),145.0326885,-38.27325431
Catholic,2,Catholic Regional College Caroline Springs,Secondary,O,10 College Drive,CAROLINE SPRINGS,VIC,3023,03 9217 8000,465,Melton (C),144.739602,-37.728879
Independent,2,Ballarat Christian College,Pri/Sec,O,Yarrowee & Vickers Streets,SEBASTOPOL,VIC,3356,03 5337 5900,57,Ballarat (C),143.8438075,-37.59292494
Independent,2,Deutsche Schule Melbourne,Primary,O,96 Barkly Street,NORTH FITZROY,VIC,3068,03 9489 9364,735,Yarra (C),144.9827723,-37.77883164
Catholic,2,Emmaus Catholic Primary School,Primary,O,1503 Geelong Road,MOUNT CLEAR,VIC,3350,03 5330 2266,57,Ballarat (C),143.871581,-37.612577
Independent,2,EdSpace,Special,O,24 Carrier Street,BENALLA,VIC,3672,03 5762 5543,101,Benalla (RC),145.984303,-36.547667
Catholic,2,Kolbe Catholic College,Secondary,O,Lysterfield Drive,GREENVALE LAKES,VIC,3059,03 8339 3060,327,Hume (C),144.909467,-37.615321
Independent,2,Hume Anglican Grammar,Pri/Sec,O,100 Mount Ridley Road,MICKLEHAM,VIC,3064,03 8339 6900,327,Hume (C),144.931253,-37.56798
Independent,2,Lighthouse Christian College Cranbourne,Pri/Sec,O,1785 South Gippsland Hwy,CRANBOURNE,VIC,3977,03 5996 1588,161,Casey (C),145.3073,-38.14
Catholic,2,Mother Teresa School,Primary,O,5-15 Windrock Avenue,MT RIDLEY,VIC,3064,03 9333 0814,327,Hume (C),144.932762,-37.575224
Independent,2,Geelong Lutheran College,Pri/Sec,O,2 - 38 Burvilles Road,ARMSTRONG CREEK,VIC,3217,03 5264 1038,275,Greater Geelong (C),144.337067,-38.230458
Catholic,2,Our Lady of the Southern Cross,Primary,O,2-20 Howqua Way,MANOR LAKES,VIC,3024,03 9974 8500,726,Wyndham (C),144.606223,-37.875846
Independent,2,Daylesford Dharma School,Primary,O,90 Daylesford Trentham Road,DAYLESFORD,VIC,3461,03 5348 3112,291,Hepburn (S),144.165949,-37.342326
Catholic,2,St George Preca School,Primary,O,22-48 Lancefield Drive,CAROLINE SPRINGS,VIC,3023,03 7378 5500,465,Melton (C),144.73671,-37.713493
Catholic,2,St Joseph's School,Primary,O,44 Mernda Village Drive,MERNDA,VIC,3754,03 9717 6480,707,Whittlesea (C),145.0905985,-37.59573779
Independent,2,Al Siraat College,Pri/Sec,O,45 Harvest Home Road,EPPING,VIC,3076,03 9408 1999,707,Whittlesea (C),145.0375337,-37.62426056
Independent,2,Community College Gippsland Ltd| ECG Community College,Special,O,71 Warragul-Korumburra Road,WARRAGUL,VIC,3820,(03) 5622 6000,83,Baw Baw (S),145.926224,-38.178231
Catholic,2,"Borinya, Wangaratta Community Partnership",Special,O,30 College Street,WANGARATTA,VIC,3676,03 5721 2174,670,Wangaratta (RC),146.308982,-36.337828
Independent,2,Woodleigh School,Pri/Sec,O,485 Golf Links Road,LANGWARRIN SOUTH,VIC,3911,03 5971 6100,217,Frankston (C),145.174648,-38.1926
Independent,2,Shepparton ACE Secondary College,Secondary,O,130 Rowe Street,SHEPPARTON,VIC,3630,03 5831 4029,283,Greater Shepparton (C),145.4116452,-36.38413232
Catholic,2,St Brigid's School,Primary,O,25 Bayview Road,OFFICER,VIC,3809,03 5943 2447,145,Cardinia (S),145.405667,-38.054618
Catholic,2,St Francis de Sales Catholic Primary School,Primary,O,122 Paterson Drive,LYNBROOK,VIC,3975,03 8773 6700,161,Casey (C),145.252476,-38.059012
Catholic,2,St Lawrence Catholic Primary School,Primary,O,93A Capesthorne Drive,DERRIMUT,VIC,3026,03 8390 5326,118,Brimbank (C),144.760518,-37.790684
Independent,2,Heritage College Knox,Primary,O,977-985 Burwood Highway,FERNTREE GULLY,VIC,3156,03 9739 8126,367,Knox (C),145.286487,-37.887291
Independent,2,Melbourne Grammar School,Pri/Sec,O,355 St Kilda Road,MELBOURNE,VIC,3004,03 9865 7555,460,Melbourne (C),144.9770931,-37.83359283
Independent,2,Islamic College of Melbourne,Pri/Sec,O,83 Wootten Road,TARNEIT,VIC,3029,03 8742 1739,726,Wyndham (C),144.660376,-37.854236
Independent,2,Southern Cross Grammar,Pri/Sec,O,2-20 Lancefield Drive,CAROLINE SPRINGS,VIC,3023,03 8363 2000,465,Melton (C),144.7396024,-37.71396413
Catholic,2,MacKillop Specialist School,Special,O,25-33 Oxford Street,WHITTINGTON,VIC,3219,03 5248 2557,275,Greater Geelong (C),144.3871113,-38.17432485
Independent,2,Cornish College,Pri/Sec,O,65 Riverend Road,BANGHOLME,VIC,3175,03 9773 1011,267,Greater Dandenong (C),145.148761,-38.049197
Independent,2,Melbourne Montessori School,Pri/Sec,O,4-6 Roselea Street,CAULFIELD SOUTH,VIC,3162,03 9131 5201,231,Glen Eira (C),145.025671,-37.888167
Catholic,2,St Francis of Assisi Catholic Primary School,Primary,O,45 Fairview Parade,TARNEIT,VIC,3029,03 9749 9900,726,Wyndham (C),144.6982297,-37.84829179
Catholic,2,St Joseph's Flexible Learning Centre Melbourne,Special,O,385 Queensberry Street,NORTH MELBOURNE,VIC,3051,03 9269 6900,460,Melbourne (C),144.9549374,-37.80384382
Independent,2,Glenroy Private,Pri/Sec,O,93 Daley Street,GLENROY,VIC,3046,03 9306 7988,525,Moreland (C),144.9292633,-37.69777468
Independent,2,Cathedral College Wangaratta,Pri/Sec,O,344 Wangaratta-Whitfield Road,WANGARATTA,VIC,3676,03 5722 2144,670,Wangaratta (RC),146.329913,-36.385946
Independent,2,Koonwarra Village School,Primary,O,20-26 Koala Drive,KOONWARRA,VIC,3954,03 5664 2477,617,South Gippsland (S),145.9439237,-38.54790897
Independent,2,Divrei Emineh,Pri/Sec,O,442-452 North Road,ORMOND,VIC,3204,03 9530 8777,231,Glen Eira (C),145.0350807,-37.90360104
Independent,2,Wild Cherry School,Primary,O,28 McKean Street,BAIRNSDALE,VIC,3875,03 5152 1966,211,East Gippsland (S),147.6078018,-37.82106299
Independent,2,Australian Christian College Hume,Pri/Sec,O,21 Sydney Road,BENALLA,VIC,3672,03 5764 7800,101,Benalla (RC),145.99905,-36.547449
Catholic,2,St Mary of the Cross MacKillop Catholic Parish Primary School,Primary,O,47 Farmhouse Boulevard,EPPING NORTH,VIC,3076,03 8432 4500,707,Whittlesea (C),145.0126014,-37.62600008
Catholic,2,St Mary of the Cross Catholic Primary School,Primary,O,70 Carrick Street,POINT COOK,VIC,3030,03 8353 5400,726,Wyndham (C),144.7659456,-37.90879787
Catholic,2,St Thomas the Apostle Catholic Primary School,Primary,O,Enter via Mac Killop Way,CRANBOURNE EAST,VIC,3977,03 5998 9293,161,Casey (C),145.317042,-38.116173
Independent,2,Cire Community School | Cire Training,Special,O,211 Main Street,LILYDALE,VIC,3140,1300 835 235,745,Yarra Ranges (S),145.350541,-37.757397
Catholic,2,St John the Apostle Catholic Primary School,Primary,O,54 - 76 Kingbird Avenue,TARNEIT,VIC,3029,03 8754 4300,726,Wyndham (C),144.6657075,-37.8334172
Catholic,2,St Clare's Catholic Primary School,Primary,O,130 Marquands Road,TRUGANINA SOUTH,VIC,3029,03 9371 8400,726,Wyndham (C),144.7282144,-37.84381088
Catholic,2,St Clare's Primary School,Primary,O,95 Majestic Drive,OFFICER,VIC,3809,03 5940 6777,145,Cardinia (S),145.4327127,-38.06277462
Catholic,2,St Paul the Apostle Catholic Primary School,Primary,O,80 Bassetts Road,DOREEN,VIC,3754,03 9216 2000,707,Whittlesea (C),145.1152172,-37.59693094
Independent,2,Cobram Anglican Grammar School,Primary,O,40-48 Campbell Road,COBRAM,VIC,3644,03 5871 1816,490,Moira (S),145.660055,-35.924283
Catholic,2,Marist College Bendigo,Pri/Sec,O,95 Golf Links Road,MAIDEN GULLY,VIC,3551,03 5400 1252,262,Greater Bendigo (C),144.2216905,-36.73171249
Independent,2,Heatherton Christian College,Pri/Sec,O,316-322 Kingston Road,CLARINDA,VIC,3169,03 8551 6650,343,Kingston (C),145.111361,-37.95784
Independent,2,Melbourne Indigenous Transition School,Special,O,Richmond Football Club,RICHMOND,VIC,3121,03 9429 3220,460,Melbourne (C),144.9892635,-37.81954365
Independent,2,Alice Miller School,Secondary,O,110 Bailey Road,MACEDON,VIC,3440,03 5427 0384,413,Macedon Ranges (S),144.5331946,-37.44570261
Independent,2,Hoa Nghiem Primary School,Primary,O,442 - 448 Springvale Road,SPRINGVALE SOUTH,VIC,3172,03 8510 2244,267,Greater Dandenong (C),145.1487888,-37.96694215
Independent,2,Al Iman College,Pri/Sec,O,20-40 Rees Road,MELTON SOUTH,VIC,3338,03 9743 4140,465,Melton (C),144.5654845,-37.7071174
Independent,2,Edinburgh College,Pri/Sec,O,33-61 Edinburgh Road,LILYDALE,VIC,3140,03 9728 2211,745,Yarra Ranges (S),145.351985,-37.78489
Independent,2,Giant Steps Melbourne,Special,O,11 Malmsbury Street,KEW,VIC,3101,03 9853 9578,111,Boroondara (C),145.031476,-37.80222
Independent,2,Harkaway Hills College,Primary,O,20 A’Beckett Road,NARRE WARREN NORTH,VIC,3804,03 9796 9821,161,Casey (C),145.31587,-37.977493
Independent,2,Lumineer Academy - Williamstown,Primary,O,126-128 Nelson Place,WILLIAMSTOWN,VIC,3016,03 8560 4466,311,Hobsons Bay (C),144.905196,-37.863109
Independent,2,Phillip Island Village School,Primary,O,479 Berrys Beach Road,VENTNOR,VIC,3922,03 5956 8568,74,Bass Coast (S),145.201465,-38.50776
Independent,2,Advance College of Education Incorporated,Special,O,1/16 Henry Wilson Drive,ROSEBUD,VIC,3939,03 5986 4623,534,Mornington Peninsula (S),144.885064,-38.382847
Independent,2,Preston Reservoir Adult Community Education Inc | PRACE College,Special,O,35 Sturdee Street,RESERVOIR,VIC,3073,03 9462 6077,189,Darebin (C),145.009255,-37.698704
Independent,2,River Nile School,Special,O,Level 1,NORTH MELBOURNE,VIC,3051,03 9329 8425,460,Melbourne (C),144.955088,-37.805194
Independent,2,Brotherhood of St Laurence|David Scott School,Special,O,95-97 Brunswick Street,FITZROY,VIC,3065,03 9288 9910,735,Yarra (C),144.976949,-37.80459
Independent,2,Hester Hornbrook Academy,Special,O,"Level 8, 601 Bourke Street",MELBOURNE,VIC,3000,1800 517 218,460,Melbourne (C),144.95615,-37.816544
